GeoID2,District,Name,County,Total Population,White (NH),Black (NH),Hispanic, Asian and Pacific Islander (NH),Native American (NH),Other (NH)
0600350020,0,Voting District 50020,Alpine,338,294,0,24,2,14,4
0600340015,0,Voting District 40015,Alpine,218,208,0,5,1,3,1
0600530035,0,Voting District 30035,Amador,6313,5518,32,451,68,90,154
0600550060,0,Voting District 50060,Amador,5421,4779,25,381,33,50,153
0600520025,0,Voting District 20025,Amador,4332,3471,10,572,47,82,150
0600510005,0,Voting District 10005,Amador,1907,1675,8,142,25,22,35
0600520010,0,Voting District 20010,Amador,185,163,0,11,2,4,5
0600550055,0,Voting District 50055,Amador,1005,748,3,183,7,13,51
0600520015,0,Voting District 20015,Amador,7918,4608,809,1991,121,139,250
0600540050,0,Voting District 40050,Amador,3858,3403,15,286,23,51,80
0600520020,0,Voting District 20020,Amador,5,0,3,2,0,0,0
0600540045,0,Voting District 40045,Amador,2496,2123,6,217,70,26,54
0600510000,0,Voting District 10000,Amador,4651,3837,27,520,63,70,134
0600740495,0,Voting District 40495,Butte,5923,3749,46,624,1084,195,225
